32588,0.84
32610,0.80
32647,0.80
32578,0.77
32563,0.80
32575,0.81
32588,0.81
32551,0.81
32591,0.80
32641,0.82
32600,0.81
32572,0.82
32585,0.82
32610,0.81
32560,0.81
32631,0.82
32563,0.82
32578,0.86
32585,0.86
32575,0.86
32591,0.86
32594,0.82
32591,0.88
32572,0.88
32578,0.86
32569,0.89
32610,0.89
32591,0.89
32538,0.89
32554,0.90
32566,0.88
32588,0.88
32597,0.90
32610,0.90
32591,0.89
32535,0.89
32591,0.95
32566,0.94
32578,0.93
32575,0.91
32588,0.94
32594,0.94
32532,0.95
32572,0.95
32591,0.95
32563,0.94
32501,0.95
32591,0.96
32569,0.95
32532,0.96
32547,0.95
32538,0.96
32566,0.99
32501,0.99
32563,1.00
32569,1.01
32529,1.00
32526,0.99
32569,1.00
32541,1.00
32507,1.01
32535,1.02
32572,1.02
32554,1.02
32551,1.05
32569,1.02
32551,1.04
32541,1.06
32578,1.06
32585,1.08
32541,1.09
32504,1.10
32526,1.11
32535,1.09
32535,1.10
32485,1.14
32557,1.13
32541,1.15
32513,1.14
32485,1.15
32554,1.16
32482,1.17
32523,1.17
32516,1.19
32535,1.19
32485,1.20
32482,1.20
32554,1.23
32498,1.23
32476,1.24
32535,1.27
32473,1.27
32473,1.27
32445,1.26
32479,1.29
32473,1.30
32448,1.30
32513,1.33
32457,1.33
32488,1.35
32476,1.35
32507,1.34
32485,1.38
32436,1.38
32513,1.40
32476,1.38
32473,1.40
32488,1.40
32498,1.44
32423,1.45
32392,1.48
32498,1.45
32488,1.46
32426,1.48
32439,1.48
32485,1.51
32426,1.51
32408,1.55
32395,1.54
32423,1.54
32414,1.56
32436,1.56
32411,1.59
32411,1.58
32426,1.60
32395,1.59
32467,1.63
32411,1.61
32408,1.63
32442,1.66
32411,1.66
32370,1.67
32398,1.69
32370,1.70
32408,1.73
32408,1.74
32386,1.75
32380,1.75
32398,1.77
32420,1.79
32361,1.80
32330,1.83
32373,1.80
32367,1.81
32364,1.86
32361,1.84
32408,1.86
32333,1.89
32339,1.89
32373,1.90
32311,1.94
32305,1.94
32336,1.94
32342,1.98
32321,1.98
32321,2.00
32355,1.99
32330,2.04
32283,2.04
32330,2.05
32352,2.05
32255,2.08
32330,2.10
32324,2.13
32339,2.13
32311,2.13
32327,2.16
32268,2.15
32249,2.19
32324,2.19
32293,2.20
32252,2.24
32324,2.25
32314,2.25
32231,2.26
32224,2.28
32321,2.31
32290,2.30
32231,2.34
32314,2.34
32246,2.34
32240,2.38
32311,2.39
32268,2.40
32224,2.40
32259,2.44
32231,2.44
32203,2.47
32246,2.47
32193,2.49
32184,2.49
32184,2.49
32231,2.51
32215,2.58
32206,2.55
32265,2.59
32168,2.59
32200,2.60
32234,2.63
32181,2.63
32221,2.65
32140,2.69
32246,2.66
32178,2.69
32165,2.71
32203,2.72
32181,2.75
32125,2.78
32181,2.80
32187,2.78
32131,2.80
32187,2.83
32200,2.86
32187,2.85
32072,2.89
32184,2.89
32165,2.92
32109,2.91
32125,2.91
32103,2.94
32119,2.97
32116,2.96
32119,2.99
32113,2.99
32091,3.01
32091,3.03
32091,3.04
32097,3.08
32140,3.10
32060,3.09
32078,3.13
32128,3.14
32119,3.14
32047,3.19
32100,3.17
32075,3.20
32075,3.22
32069,3.22
32072,3.24
32078,3.25
32035,3.28
32038,3.33
32026,3.33
32041,3.34
32050,3.35
32038,3.38
32029,3.40
32032,3.41
31998,3.42
32001,3.45
32044,3.49
32010,3.51
31982,3.51
32013,3.54
31979,3.54
31926,3.56
32029,3.56
31994,3.60
31942,3.60
32007,3.61
31994,3.63
31942,3.64
31994,3.66
31982,3.70
31948,3.69
31954,3.71
31967,3.74
31935,3.78
31935,3.78
31939,3.79
31920,3.81
31951,3.84
31945,3.84
31954,3.88
31973,3.88
31917,3.90
31886,3.91
31920,3.94
31926,3.97
31845,3.99
31908,4.00
31852,4.00
31799,4.03
31917,4.04
31876,4.06
31833,4.07
31867,4.07
31858,4.09
31836,4.14
31873,4.16
31839,4.15
31870,4.18
31855,4.20
31830,4.22
31883,4.22
31802,4.28
31821,4.25
31830,4.29
31793,4.30
31740,4.30
31861,4.32
31817,4.36
31737,4.36
31814,4.36
31796,4.40
31768,4.43
31864,4.45
31780,4.46
31693,4.49
31765,4.50
31746,4.51
31743,4.51
31768,4.53
31752,4.57
31737,4.60
31737,4.60
31755,4.64
31668,4.64
31740,4.65
31721,4.69
31730,4.71
31709,4.71
31662,4.76
31737,4.75
31715,4.80
31696,4.80
31665,4.82
31665,4.84
31690,4.85
31678,4.88
31659,4.89
31668,4.91
31712,4.95
31612,4.96
31631,4.99
31678,4.97
31619,5.01
31619,5.03
31671,5.04
31625,5.07
31597,5.10
31631,5.10
31588,5.13
31581,5.15
31628,5.16
31581,5.19
31606,5.19
31597,5.21
31588,5.22
31603,5.25
31572,5.26
31597,5.28
31581,5.29
31553,5.31
31519,5.35
31581,5.35
31603,5.38
31476,5.40
31566,5.41
31538,5.44
31581,5.45
31538,5.46
31544,5.51
31466,5.54
31529,5.54
31497,5.54
31466,5.57
31482,5.59
31457,5.64
31501,5.61
31513,5.65
31466,5.68
31473,5.69
31470,5.70
31466,5.74
31485,5.74
31466,5.78
31476,5.80
31504,5.82
31435,5.82
31417,5.86
31466,5.88
31435,5.89
31395,5.90
31420,5.93
31411,5.95
31411,5.96
31457,5.97
31370,5.99
31373,6.03
31426,6.05
31407,6.05
31383,6.07
31420,6.09
31379,6.09
31395,6.13
31392,6.14
31342,6.18
31379,6.20
31398,6.20
31348,6.22
31317,6.26
31383,6.26
31330,6.29
31376,6.30
31324,6.34
31308,6.34
31333,6.36
31299,6.39
31292,6.41
31302,6.41
31289,6.43
31280,6.46
31305,6.50
31237,6.47
31286,6.50
31265,6.54
31265,6.56
31240,6.59
31277,6.60
31218,6.60
31261,6.61
31246,6.65
31181,6.64
31246,6.70
31230,6.71
31206,6.72
31237,6.78
31199,6.76
31193,6.78
31212,6.79
31190,6.82
31184,6.81
31209,6.84
31143,6.88
31212,6.89
31206,6.91
31137,6.95
31143,6.94
31134,6.97
31168,7.00
31168,7.00
31131,7.03
31165,7.05
31153,7.07
31119,7.09
31165,7.11
31094,7.13
31084,7.14
31115,7.15
31081,7.18
31060,7.19
31084,7.21
31063,7.26
31084,7.26
31050,7.30
31019,7.31
31094,7.34
31041,7.34
31025,7.36
31072,7.38
31007,7.39
31063,7.40
31025,7.45
31038,7.46
31019,7.47
30991,7.50
30988,7.53
31000,7.55
30988,7.59
30979,7.57
30991,7.59
30979,7.61
31010,7.64
30951,7.64
30948,7.68
30966,7.68
30948,7.71
30945,7.72
30935,7.76
30929,7.79
30932,7.80
30966,7.82
30976,7.85
30926,7.86
30917,7.90
30948,7.90
30886,7.94
30907,7.96
30879,7.96
30935,7.99
30914,8.00
30851,8.04
30882,8.04
30876,8.06
30889,8.10
30895,8.10
30898,8.13
30795,8.14
30923,8.16
30858,8.20
30854,8.20
30867,8.19
30814,8.21
30839,8.25
30805,8.27
30783,8.29
30795,8.31
30823,8.34
30811,8.36
30820,8.38
30758,8.39
30786,8.40
30814,8.43
30761,8.45
30802,8.48
30768,8.50
30752,8.52
30780,8.52
30749,8.54
30733,8.59
30764,8.59
30709,8.63
30755,8.65
30740,8.65
30705,8.66
30752,8.70
30653,8.71
30684,8.73
30659,8.74
30656,8.76
30699,8.77
30693,8.81
30668,8.84
30653,8.84
30628,8.86
30684,8.90
30662,8.91
30649,8.93
30687,8.96
30649,8.98
30628,8.99
30640,9.00
30590,9.01
30615,9.05
30649,9.07
30612,9.09
30615,9.09
30516,9.10
30612,9.14
30584,9.15
30553,9.20
30590,9.19
30556,9.21
30581,9.21
30553,9.25
30563,9.27
30547,9.31
30522,9.30
30513,9.34
30497,9.34
30485,9.40
30510,9.38
30491,9.40
30497,9.43
30516,9.45
30516,9.45
30538,9.50
30522,9.50
30476,9.52
30488,9.56
30463,9.57
30432,9.59
30463,9.63
30410,9.63
30497,9.65
30444,9.68
30404,9.68
30448,9.71
30420,9.71
30432,9.71
30423,9.77
30401,9.77
30448,9.81
30420,9.80
30401,9.84
30364,9.85
30357,9.90
30401,9.89
30357,9.93
30376,9.94
30367,9.96
30323,10.00
30370,10.00
30339,10.04
30348,10.04
30382,10.06
30308,10.09
30320,10.11
30323,10.14
30308,10.15
30320,10.14
30308,10.20
30361,10.21
30267,10.24
30246,10.24
30305,10.25
30252,10.30
30255,10.30
30264,10.31
30289,10.34
30271,10.34
30221,10.38
30227,10.40
30215,10.41
30224,10.43
30236,10.45
30196,10.49
30243,10.50
30208,10.49
30258,10.52
30196,10.56
30193,10.56
30171,10.59
30171,10.63
30187,10.64
30152,10.66
30162,10.68
30177,10.70
30134,10.70
30165,10.75
30112,10.75
30140,10.76
30128,10.79
30162,10.80
30109,10.82
30059,10.85
30131,10.88
30115,10.88
30118,10.90
30097,10.94
30069,10.94
30140,10.98
30050,11.00
30137,11.00
30109,11.04
30072,11.06
30016,11.06
29991,11.07
30090,11.10
30013,11.13
30081,11.14
30056,11.18
30016,11.20
30022,11.21
29969,11.24
30044,11.26
29997,11.25
30025,11.26
29975,11.30
29997,11.32
29991,11.38
29947,11.36
30044,11.39
29944,11.40
29972,11.46
29904,11.45
29888,11.48
29997,11.48
29926,11.50
29966,11.50
29923,11.54
29907,11.57
29929,11.57
29876,11.57
29888,11.61
29885,11.64
29857,11.69
29892,11.68
29857,11.68
29876,11.71
29833,11.73
29870,11.74
29867,11.79
29820,11.82
29836,11.84
29836,11.84
29851,11.86
29857,11.89
29805,11.91
29826,11.95
29789,11.95
29829,11.98
29792,11.96
29777,12.00
29801,12.02
29767,12.01
29798,12.06
29780,12.06
29749,12.10
29767,12.13
29774,12.14
29755,12.16
29774,12.16
29718,12.19
29736,12.23
29736,12.24
29718,12.27
29711,12.27
29662,12.30
29739,12.31
29696,12.35
29683,12.35
29680,12.36
29634,12.39
29693,12.41
29690,12.43
29687,12.44
29659,12.49
29618,12.49
29683,12.51
